business_id,date,description,score,postal_code
38231,2014-08-20,Moderate risk vermin infestation,83,94133
38231,2014-08-20,Unclean or unsanitary food contact surfaces,83,94133
38231,2016-04-01,Insufficient hot water or running water,90,94133
38231,2016-04-01,Unapproved or unmaintained equipment or utensils,90,94133
38231,2014-02-06,Unapproved or unmaintained equipment or utensils,92,94133
38258,2014-06-12,Unapproved or unmaintained equipment or utensils,83,94112
38258,2013-12-11,Moderate risk vermin infestation,83,94112
38258,2013-12-11,Inadequate warewashing facilities or equipment,83,94112
38258,2013-12-11,Unclean or unsanitary food contact surfaces,83,94112
38306,2015-10-07,Unapproved or unmaintained equipment or utensils,94,94133
38330,2016-02-17,Moderate risk food holding temperature,88,94103
38330,2016-02-17,Inadequate and inaccessible handwashing facilities,88,94103
38330,2014-04-18,Moderate risk food holding temperature,96,94103
38423,2013-12-11,Moderate risk food holding temperature,94,94110
38427,2016-09-28,Inadequate and inaccessible handwashing facilities,82,94112
38427,2016-09-28,Moderate risk food holding temperature,82,94112
38427,2014-10-08,Unclean unmaintained or improperly constructed toilet facilities,90,94112
38427,2014-10-08,Inadequate and inaccessible handwashing facilities,90,94112
38427,2015-11-16,Inadequate and inaccessible handwashing facilities,82,94112
38427,2015-11-16,Moderate risk vermin infestation,82,94112
38427,2014-02-13,Inadequate and inaccessible handwashing facilities,82,94112
38427,2014-02-13,Inadequate warewashing facilities or equipment,82,94112
38427,2014-02-13,Unclean unmaintained or improperly constructed toilet facilities,82,94112
38428,2014-05-19,Inadequate and inaccessible handwashing facilities,84,94103
38428,2014-05-19,Moderate risk food holding temperature,84,94103
38428,2014-05-19,Unapproved or unmaintained equipment or utensils,84,94103
38428,2016-06-02,Inadequate and inaccessible handwashing facilities,85,94103
38442,2014-03-10,Moderate risk food holding temperature,81,94115
38442,2016-04-18,Moderate risk vermin infestation,81,94115
38447,2015-02-02,Unapproved or unmaintained equipment or utensils,87,94110
38447,2015-02-02,Unapproved food source,87,94110
38458,2013-12-04,Moderate risk food holding temperature,89,94115
38458,2016-05-12,Moderate risk food holding temperature,94,94115
38479,2016-08-19,Moderate risk vermin infestation,87,94107
38479,2014-06-17,Moderate risk food holding temperature,90,94107
38485,2015-03-09,Unapproved or unmaintained equipment or utensils,80,94116
38485,2015-03-09,Unclean or unsanitary food contact surfaces,80,94116
38485,2014-01-22,Moderate risk vermin infestation,92,94116
38530,2016-05-12,Unapproved or unmaintained equipment or utensils,85,94104
38580,2016-09-21,Inadequate and inaccessible handwashing facilities,86,94110
38580,2016-09-21,Moderate risk vermin infestation,86,94110
38580,2016-09-21,Unapproved or unmaintained equipment or utensils,86,94110
38580,2015-08-06,Inadequate and inaccessible handwashing facilities,81,94110
38580,2016-03-21,Moderate risk vermin infestation,84,94110
38580,2016-03-21,Moderate risk food holding temperature,84,94110
38606,2013-10-31,Unapproved or unmaintained equipment or utensils,92,94102
38709,2014-06-27,Moderate risk food holding temperature,89,94103
38788,2016-07-22,Moderate risk food holding temperature,96,94115
38797,2014-05-22,Unapproved or unmaintained equipment or utensils,98,94115
38808,2016-08-31,Inadequate and inaccessible handwashing facilities,85,94122
38808,2014-12-15,Unapproved or unmaintained equipment or utensils,89,94122
38808,2013-10-15,Unapproved or unmaintained equipment or utensils,89,94122
38808,2014-04-14,Unapproved or unmaintained equipment or utensils,94,94122
38808,2014-04-14,Moderate risk food holding temperature,94,94122
38875,2016-09-15,Moderate risk food holding temperature,88,94123
38875,2014-08-22,Unapproved or unmaintained equipment or utensils,90,94123
38875,2014-08-22,Inadequate warewashing facilities or equipment,90,94123
38875,2015-05-15,Unapproved or unmaintained equipment or utensils,92,94123
38885,2015-06-08,Moderate risk food holding temperature,96,94117
38885,2013-12-03,Moderate risk food holding temperature,92,94117
38885,2013-12-03,Inadequate and inaccessible handwashing facilities,92,94117
38929,2015-05-06,Inadequate warewashing facilities or equipment,90,94110
38929,2015-05-06,Moderate risk food holding temperature,90,94110
38929,2013-12-16,Inadequate and inaccessible handwashing facilities,84,94110
38929,2013-12-16,Unapproved or unmaintained equipment or utensils,84,94110
38929,2016-07-01,Unapproved or unmaintained equipment or utensils,90,94110
38929,2016-07-01,Inadequate and inaccessible handwashing facilities,90,94110
39031,2014-08-19,Inadequate warewashing facilities or equipment,96,94110
39031,2016-01-27,Unapproved or unmaintained equipment or utensils,96,94110
39047,2015-11-17,Unclean or unsanitary food contact surfaces,80,94111
39048,2014-12-22,Moderate risk vermin infestation,96,94104
39048,2013-10-09,Unclean or unsanitary food contact surfaces,82,94104
39048,2013-10-09,Inadequate and inaccessible handwashing facilities,82,94104
39048,2014-05-16,Inadequate and inaccessible handwashing facilities,85,94104
39048,2016-06-23,Moderate risk food holding temperature,86,94104
39048,2016-06-23,Inadequate warewashing facilities or equipment,86,94104
39048,2016-06-23,Unapproved or unmaintained equipment or utensils,86,94104
39049,2014-12-05,Moderate risk food holding temperature,90,94104
39049,2016-04-20,Unapproved or unmaintained equipment or utensils,92,94104
39050,2016-03-18,Inadequate and inaccessible handwashing facilities,96,94111
39052,2014-03-28,Moderate risk food holding temperature,86,94105
39052,2014-03-28,Moderate risk vermin infestation,86,94105
39052,2014-03-28,Other moderate risk violation,86,94105
39053,2016-08-12,Unclean or unsanitary food contact surfaces,85,94105
39053,2016-08-12,Moderate risk food holding temperature,85,94105
39053,2014-09-19,Inadequate and inaccessible handwashing facilities,92,94105
39053,2014-09-19,Moderate risk food holding temperature,92,94105
39076,2016-02-12,Moderate risk food holding temperature,94,94111
39113,2015-07-15,Inadequate and inaccessible handwashing facilities,83,94103
39113,2016-06-27,Moderate risk food holding temperature,90,94103
39119,2014-04-19,Moderate risk food holding temperature,92,94118
39169,2014-02-06,Unapproved or unmaintained equipment or utensils,98,94122
39176,2014-03-05,No hot water or running water,84,94109
39205,2014-03-04,Moderate risk vermin infestation,92,94114
39205,2014-03-04,Moderate risk food holding temperature,92,94114
39246,2014-03-25,Moderate risk food holding temperature,89,94122
39294,2015-01-28,Unapproved or unmaintained equipment or utensils,87,94108
39295,2016-07-28,Inadequate and inaccessible handwashing facilities,83,94102
39398,2016-09-23,Unapproved or unmaintained equipment or utensils,90,94110
39398,2016-09-23,Moderate risk food holding temperature,90,94110
39398,2014-08-22,Inadequate warewashing facilities or equipment,90,94110
39398,2014-08-22,Unapproved or unmaintained equipment or utensils,90,94110
39398,2015-09-29,Moderate risk food holding temperature,92,94110
39398,2014-03-17,Inadequate and inaccessible handwashing facilities,83,94110
39398,2014-03-17,Unclean unmaintained or improperly constructed toilet facilities,83,94110
39398,2016-04-13,Unapproved or unmaintained equipment or utensils,91,94110
39401,2014-07-30,Moderate risk food holding temperature,96,94118
39481,2014-03-07,Moderate risk food holding temperature,88,null
39481,2014-03-07,Unapproved or unmaintained equipment or utensils,88,null
39482,2016-04-10,Inadequate and inaccessible handwashing facilities,96,null
39495,2016-04-08,Unapproved or unmaintained equipment or utensils,94,94102
39513,2016-06-22,Moderate risk food holding temperature,92,94102
39528,2014-08-25,Inadequate and inaccessible handwashing facilities,82,94107
39528,2014-05-07,Unapproved or unmaintained equipment or utensils,94,94107
39586,2014-05-29,Inadequate and inaccessible handwashing facilities,88,94109
39606,2014-05-27,Unapproved or unmaintained equipment or utensils,94,94110
39608,2014-11-10,Unapproved or unmaintained equipment or utensils,94,94121
39665,2014-11-07,Inadequate and inaccessible handwashing facilities,90,94109
39665,2014-11-07,Inadequate warewashing facilities or equipment,90,94109
39665,2014-02-05,Unapproved or unmaintained equipment or utensils,94,94109
39665,2016-07-01,Inadequate warewashing facilities or equipment,96,94109
39667,2016-09-06,Inadequate and inaccessible handwashing facilities,96,94105
39667,2014-12-01,Inadequate and inaccessible handwashing facilities,94,94105
39667,2015-10-16,Inadequate and inaccessible handwashing facilities,88,94105
39667,2013-10-10,Inadequate and inaccessible handwashing facilities,92,94105
39667,2013-10-10,Moderate risk vermin infestation,92,94105
39687,2014-04-24,Moderate risk food holding temperature,90,94114
39687,2014-04-24,Moderate risk vermin infestation,90,94114
39693,2014-05-07,Unclean or unsanitary food contact surfaces,82,94133
39693,2014-05-07,Inadequate and inaccessible handwashing facilities,82,94133
39693,2016-05-18,Moderate risk vermin infestation,86,94133
39693,2016-05-18,Inadequate warewashing facilities or equipment,86,94133
39693,2016-05-18,Moderate risk food holding temperature,86,94133
39695,2014-09-02,Insufficient hot water or running water,94,94121
39695,2016-06-23,Unclean or unsanitary food contact surfaces,83,94121
39695,2016-06-23,Inadequate and inaccessible handwashing facilities,83,94121
39706,2015-04-14,Unapproved or unmaintained equipment or utensils,96,94118
39708,2013-11-01,Moderate risk food holding temperature,90,94105
39708,2013-11-01,Other moderate risk violation,90,94105
39708,2014-05-21,Moderate risk food holding temperature,90,94105
39773,2014-04-04,Moderate risk vermin infestation,92,94114
39810,2016-07-28,Moderate risk vermin infestation,83,94118
39810,2016-07-28,Unapproved or unmaintained equipment or utensils,83,94118
39824,2015-09-24,Inadequate and inaccessible handwashing facilities,84,94105
39824,2015-09-24,Unapproved or unmaintained equipment or utensils,84,94105
39824,2015-09-24,Moderate risk food holding temperature,84,94105
39824,2014-03-21,Inadequate and inaccessible handwashing facilities,87,94105
39851,2015-05-19,Moderate risk vermin infestation,86,94123
39851,2013-11-19,Moderate risk food holding temperature,96,94123
39851,2014-05-27,Inadequate and inaccessible handwashing facilities,92,94123
39862,2016-07-07,Moderate risk food holding temperature,90,94132
39862,2016-07-07,Unapproved or unmaintained equipment or utensils,90,94132
39862,2016-07-07,Unsanitary employee garments hair or nails,90,94132
39875,2015-01-26,Unapproved or unmaintained equipment or utensils,98,94103
39888,2016-09-29,Moderate risk food holding temperature,94,94131
39888,2016-02-24,Moderate risk food holding temperature,90,94131
39888,2014-04-25,Unapproved or unmaintained equipment or utensils,91,94131
39980,2014-10-29,Moderate risk vermin infestation,96,94110
39980,2014-02-10,Moderate risk vermin infestation,96,94110
39980,2016-05-10,Unclean unmaintained or improperly constructed toilet facilities,98,94110
40123,2013-12-05,Unapproved or unmaintained equipment or utensils,96,94117
40123,2016-05-11,Moderate risk vermin infestation,90,94117
40144,2014-09-25,Unapproved or unmaintained equipment or utensils,94,94110
40144,2015-11-17,Moderate risk food holding temperature,94,94110
40144,2014-03-25,Unapproved or unmaintained equipment or utensils,84,94110
40144,2016-05-12,Inadequate and inaccessible handwashing facilities,96,94110
40151,2014-03-26,Unapproved or unmaintained equipment or utensils,90,94103
40185,2014-09-10,Inadequate and inaccessible handwashing facilities,90,94111
40185,2014-09-10,Moderate risk food holding temperature,90,94111
40216,2016-09-14,Unapproved or unmaintained equipment or utensils,83,94115
40216,2014-12-03,Inadequate and inaccessible handwashing facilities,80,94115
40216,2014-12-03,Unapproved or unmaintained equipment or utensils,80,94115
40216,2014-02-26,Moderate risk vermin infestation,86,94115
40216,2014-02-26,Unapproved or unmaintained equipment or utensils,86,94115
40216,2014-02-26,Moderate risk food holding temperature,86,94115
40217,2016-05-02,Moderate risk vermin infestation,88,94121
57552,2015-05-26,Moderate risk food holding temperature,82,94111
57552,2015-05-26,Inadequate and inaccessible handwashing facilities,82,94111
57552,2014-03-28,Inadequate and inaccessible handwashing facilities,81,94111
57584,2016-10-03,Unclean or unsanitary food contact surfaces,80,94103
57584,2016-10-03,Moderate risk food holding temperature,80,94103
57584,2014-04-09,Moderate risk food holding temperature,90,94103
57623,2014-10-21,Unclean or unsanitary food contact surfaces,80,94104
57623,2016-03-25,Unclean or unsanitary food contact surfaces,91,94104
57628,2015-01-08,Unapproved or unmaintained equipment or utensils,98,94121
57698,2013-10-09,Moderate risk vermin infestation,85,94108
57698,2014-05-29,Moderate risk vermin infestation,88,94108
57751,2015-04-20,Moderate risk vermin infestation,94,94102
57751,2015-04-20,Unapproved or unmaintained equipment or utensils,94,94102
57754,2015-07-20,Insufficient hot water or running water,96,94105
57755,2014-03-13,Moderate risk food holding temperature,94,94121
57774,2016-07-19,Moderate risk food holding temperature,90,94134
57774,2016-07-19,Inadequate warewashing facilities or equipment,90,94134
58574,2015-09-11,Moderate risk food holding temperature,87,94107
58574,2013-12-02,Insufficient hot water or running water,92,94107
58576,2014-04-17,Moderate risk food holding temperature,96,94103
58610,2016-09-01,Moderate risk food holding temperature,96,94118
58610,2014-10-02,Unapproved or unmaintained equipment or utensils,91,94118
58610,2014-02-27,Moderate risk food holding temperature,85,94118
58610,2014-02-27,Inadequate and inaccessible handwashing facilities,85,94118
58610,2014-02-27,Unclean or unsanitary food contact surfaces,85,94118
58611,2016-09-26,Moderate risk food holding temperature,87,94133
58611,2014-08-20,Inadequate and inaccessible handwashing facilities,90,94133
58611,2015-12-07,Inadequate and inaccessible handwashing facilities,88,94133
58628,2016-04-13,Moderate risk vermin infestation,87,94133
58628,2013-10-25,Moderate risk vermin infestation,85,94133
58628,2013-10-25,Unclean or unsanitary food contact surfaces,85,94133
58628,2014-01-22,Unapproved or unmaintained equipment or utensils,96,94133
58637,2016-07-18,Moderate risk food holding temperature,92,94103
58637,2015-08-17,Moderate risk food holding temperature,94,94103
58637,2014-04-23,No hot water or running water,87,94103
58637,2014-04-23,Moderate risk food holding temperature,87,94103
58659,2014-10-02,Moderate risk food holding temperature,90,94104
58710,2014-05-29,Unapproved or unmaintained equipment or utensils,88,94102
58710,2014-05-29,Inadequate and inaccessible handwashing facilities,88,94102
58718,2016-07-13,Inadequate and inaccessible handwashing facilities,90,94115
58718,2016-07-13,Moderate risk vermin infestation,90,94115
58718,2014-05-15,Unclean or unsanitary food contact surfaces,87,94115
58803,2014-12-03,Inadequate and inaccessible handwashing facilities,81,94110
58803,2014-12-03,Inadequate warewashing facilities or equipment,81,94110
58803,2014-12-03,Unapproved or unmaintained equipment or utensils,81,94110
58803,2014-12-03,Unclean or unsanitary food contact surfaces,81,94110
58803,2016-06-21,Unclean or unsanitary food contact surfaces,87,94110
58850,2015-04-08,Moderate risk vermin infestation,86,94109
58850,2015-04-08,Unclean unmaintained or improperly constructed toilet facilities,86,94109
58879,2014-11-13,Inadequate and inaccessible handwashing facilities,81,94133
58879,2016-06-15,Moderate risk food holding temperature,86,94133
58879,2016-06-15,Inadequate and inaccessible handwashing facilities,86,94133
58922,2013-10-29,Inadequate and inaccessible handwashing facilities,94,94112
58922,2014-05-27,Unclean or unsanitary food contact surfaces,87,94112
58922,2014-05-27,Inadequate warewashing facilities or equipment,87,94112
59002,2014-05-08,Moderate risk vermin infestation,86,94133
59002,2014-05-08,Inadequate and inaccessible handwashing facilities,86,94133
59009,2016-09-26,Moderate risk vermin infestation,92,94116
59009,2014-06-12,Insufficient hot water or running water,87,94116
59009,2015-07-15,Moderate risk vermin infestation,96,94116
59009,2014-01-10,Inadequate and inaccessible handwashing facilities,90,94116
59019,2014-12-18,Unapproved or unmaintained equipment or utensils,91,94105
59019,2013-10-11,Inadequate and inaccessible handwashing facilities,96,94105
59025,2014-07-08,Inadequate and inaccessible handwashing facilities,83,94104
59040,2015-06-19,Moderate risk food holding temperature,96,94118
59041,2014-08-06,Inadequate and inaccessible handwashing facilities,83,94102
59041,2014-08-06,Unclean or unsanitary food contact surfaces,83,94102
59041,2016-05-20,Insufficient hot water or running water,94,94102
59044,2015-07-31,Moderate risk food holding temperature,88,94110
59124,2016-09-23,Unapproved or unmaintained equipment or utensils,98,94110
59124,2014-04-28,Moderate risk food holding temperature,100,94110
59153,2016-04-15,Moderate risk vermin infestation,88,94102
59153,2014-01-21,Moderate risk vermin infestation,88,94102
59153,2014-01-21,Inadequate and inaccessible handwashing facilities,88,94102
59178,2015-03-02,Moderate risk vermin infestation,83,94102
59179,2015-04-02,Unapproved or unmaintained equipment or utensils,81,94115
59179,2015-04-02,Inadequate and inaccessible handwashing facilities,81,94115
59179,2014-02-06,Inadequate and inaccessible handwashing facilities,89,94115
59251,2014-07-09,Unapproved or unmaintained equipment or utensils,88,94133
59251,2014-07-09,Moderate risk vermin infestation,88,94133
59251,2014-07-09,Inadequate and inaccessible handwashing facilities,88,94133
59289,2014-04-19,Moderate risk food holding temperature,92,94121
59331,2015-03-02,Inadequate and inaccessible handwashing facilities,92,94112
59331,2016-04-26,Insufficient hot water or running water,87,94112
59374,2014-04-28,Unapproved or unmaintained equipment or utensils,98,94115
59407,2016-09-26,Moderate risk vermin infestation,86,94116
59407,2016-09-26,Moderate risk food holding temperature,86,94116
59407,2014-06-17,Unclean or unsanitary food contact surfaces,91,94116
59407,2015-03-17,Unclean or unsanitary food contact surfaces,85,94116
59407,2015-03-17,Inadequate warewashing facilities or equipment,85,94116
59407,2016-03-28,Moderate risk vermin infestation,86,94116
59407,2016-03-28,Unapproved or unmaintained equipment or utensils,86,94116
59407,2014-01-23,Inadequate and inaccessible handwashing facilities,88,94116
59422,2014-10-09,Inadequate warewashing facilities or equipment,89,94102
59484,2015-08-20,Unclean unmaintained or improperly constructed toilet facilities,96,94134
59484,2014-01-28,Inadequate and inaccessible handwashing facilities,85,94134
59484,2014-01-28,No hot water or running water,85,94134
59574,2015-02-25,Moderate risk food holding temperature,90,94110
59574,2015-02-25,Moderate risk vermin infestation,90,94110
59574,2014-04-15,Unapproved or unmaintained equipment or utensils,96,94110
59577,2016-09-07,Insufficient hot water or running water,83,94103
59577,2014-06-03,Moderate risk vermin infestation,80,94103
59577,2015-07-01,Moderate risk vermin infestation,92,94103
59637,2015-06-15,Inadequate and inaccessible handwashing facilities,92,94110
59637,2015-06-15,Moderate risk food holding temperature,92,94110
59637,2016-03-24,Unapproved or unmaintained equipment or utensils,96,94110
59651,2015-10-07,Moderate risk food holding temperature,92,94112
59651,2014-02-03,Unclean unmaintained or improperly constructed toilet facilities,88,94112
59651,2014-02-03,Unapproved or unmaintained equipment or utensils,88,94112
59651,2014-02-03,Inadequate warewashing facilities or equipment,88,94112
59691,2016-08-26,Unapproved or unmaintained equipment or utensils,91,94108
59727,2014-07-09,Moderate risk vermin infestation,81,94133
59727,2014-07-09,Unapproved or unmaintained equipment or utensils,81,94133
59727,2016-04-06,Unapproved or unmaintained equipment or utensils,80,94133
59727,2016-04-06,Moderate risk vermin infestation,80,94133
59727,2016-04-06,Moderate risk food holding temperature,80,94133
59727,2016-04-06,Inadequate and inaccessible handwashing facilities,80,94133
59761,2016-08-16,Inadequate and inaccessible handwashing facilities,96,94122
59761,2014-05-02,Unapproved or unmaintained equipment or utensils,94,94122
59777,2016-08-23,Moderate risk food holding temperature,88,94115
59777,2016-08-23,Moderate risk vermin infestation,88,94115
59777,2013-11-22,Moderate risk food holding temperature,87,94115
59777,2013-11-22,Unclean or unsanitary food contact surfaces,87,94115
59826,2013-12-17,Moderate risk vermin infestation,84,94117
59826,2013-12-17,Unapproved or unmaintained equipment or utensils,84,94117
59826,2013-12-17,Inadequate and inaccessible handwashing facilities,84,94117
59828,2016-07-11,Moderate risk food holding temperature,80,94102
59828,2016-07-11,Inadequate and inaccessible handwashing facilities,80,94102
59828,2016-07-11,Unapproved or unmaintained equipment or utensils,80,94102
59828,2015-12-22,Inadequate and inaccessible handwashing facilities,80,94102
59838,2016-05-31,Insufficient hot water or running water,92,94115
59872,2016-07-20,Inadequate and inaccessible handwashing facilities,96,94117
59872,2015-06-18,Inadequate and inaccessible handwashing facilities,86,94117
59872,2015-06-18,Moderate risk food holding temperature,86,94117
59872,2015-06-18,Insufficient hot water or running water,86,94117
59898,2016-09-14,Unapproved or unmaintained equipment or utensils,92,94123
59898,2015-04-07,Unclean unmaintained or improperly constructed toilet facilities,90,94123
59898,2013-12-12,Inadequate and inaccessible handwashing facilities,89,94123
59898,2013-12-12,Unclean or unsanitary food contact surfaces,89,94123
59922,2015-04-08,Moderate risk food holding temperature,94,94111
59922,2014-03-14,Inadequate warewashing facilities or equipment,91,94111
59934,2014-07-01,Inadequate and inaccessible handwashing facilities,96,94103
59934,2013-12-11,Moderate risk vermin infestation,88,94103
59935,2014-11-05,Unapproved or unmaintained equipment or utensils,98,94110
59935,2015-08-26,Inadequate warewashing facilities or equipment,90,94110
59935,2016-03-30,Unapproved or unmaintained equipment or utensils,96,94110
59935,2013-11-21,Moderate risk food holding temperature,86,94110
59935,2013-11-21,Insufficient hot water or running water,86,94110
59986,2015-09-10,Moderate risk food holding temperature,89,94117
59988,2016-03-08,Moderate risk food holding temperature,83,94117
59988,2016-03-08,Unclean or unsanitary food contact surfaces,83,94117
60029,2015-06-22,Inadequate and inaccessible handwashing facilities,94,94103
60042,2015-04-10,Moderate risk food holding temperature,92,94124
60042,2016-07-13,Moderate risk food holding temperature,92,94124
60067,2015-05-22,Unapproved or unmaintained equipment or utensils,91,94103
60085,2014-04-10,Insufficient hot water or running water,89,94104
60085,2016-04-26,Unapproved or unmaintained equipment or utensils,91,94104
60114,2016-09-23,Inadequate and inaccessible handwashing facilities,88,94109
60114,2015-03-24,Inadequate and inaccessible handwashing facilities,90,94109
60115,2014-06-09,Unclean or unsanitary food contact surfaces,83,94122
60115,2015-08-14,Unapproved or unmaintained equipment or utensils,82,94122
60210,2014-08-04,Unapproved or unmaintained equipment or utensils,96,94110
60210,2015-09-10,Moderate risk food holding temperature,94,94110
60210,2016-03-30,Moderate risk food holding temperature,88,94110
60210,2016-06-08,Moderate risk food holding temperature,90,94110
60254,2013-12-13,Unapproved or unmaintained equipment or utensils,90,94133
60254,2013-12-13,Inadequate and inaccessible handwashing facilities,90,94133
60256,2014-11-04,Unapproved or unmaintained equipment or utensils,88,94109
60256,2014-11-04,Inadequate and inaccessible handwashing facilities,88,94109
60256,2015-06-02,Inadequate and inaccessible handwashing facilities,92,94109
60256,2015-06-02,Unapproved or unmaintained equipment or utensils,92,94109
60256,2016-04-18,Moderate risk food holding temperature,89,94109
60256,2014-04-22,Unapproved or unmaintained equipment or utensils,94,94109
60256,2014-04-22,Inadequate and inaccessible handwashing facilities,94,94109
60290,2014-07-07,Unapproved or unmaintained equipment or utensils,88,94122
60290,2014-07-07,Moderate risk vermin infestation,88,94122
60290,2015-01-12,Inadequate warewashing facilities or equipment,88,94122
60290,2015-01-12,Moderate risk vermin infestation,88,94122
60290,2014-01-17,Moderate risk vermin infestation,94,94122
60290,2016-06-20,Unapproved or unmaintained equipment or utensils,90,94122
60290,2016-06-20,Moderate risk vermin infestation,90,94122
60300,2014-05-07,Moderate risk food holding temperature,90,94103
60300,2014-05-07,Unapproved or unmaintained equipment or utensils,90,94103
60331,2014-05-21,Unapproved or unmaintained equipment or utensils,83,94107
60331,2014-05-21,Unclean or unsanitary food contact surfaces,83,94107
60334,2015-01-29,Inadequate and inaccessible handwashing facilities,88,94112
60334,2014-02-13,Unclean or unsanitary food contact surfaces,87,94112
60334,2014-02-13,Unapproved or unmaintained equipment or utensils,87,94112
60334,2016-06-29,Moderate risk food holding temperature,80,94112
60345,2016-08-01,Inadequate warewashing facilities or equipment,83,94102
60345,2014-07-30,Unapproved or unmaintained equipment or utensils,91,94102
60345,2015-10-06,Moderate risk food holding temperature,84,94102
60354,2014-10-28,Moderate risk food holding temperature,88,94102
60354,2015-11-30,Inadequate and inaccessible handwashing facilities,84,94102
60380,2016-07-25,Inadequate and inaccessible handwashing facilities,90,94114
60380,2015-04-07,Moderate risk food holding temperature,83,94114
60380,2015-04-07,Unclean or unsanitary food contact surfaces,83,94114
60400,2015-12-04,Moderate risk vermin infestation,86,94114
60400,2015-12-04,Inadequate and inaccessible handwashing facilities,86,94114
60400,2013-11-25,Moderate risk food holding temperature,90,94114
60445,2015-09-29,Insufficient hot water or running water,96,94114
60472,2016-05-24,Unapproved or unmaintained equipment or utensils,84,94108
60472,2016-05-24,Moderate risk vermin infestation,84,94108
60473,2014-11-21,Unapproved or unmaintained equipment or utensils,90,94109
60473,2016-01-26,Moderate risk food holding temperature,86,94109
60473,2016-01-26,Unapproved or unmaintained equipment or utensils,86,94109
60484,2016-06-23,Unapproved or unmaintained equipment or utensils,94,94127
60518,2014-04-01,Moderate risk vermin infestation,88,94116
60518,2016-05-11,Unapproved or unmaintained equipment or utensils,86,94116
60544,2016-09-29,Moderate risk food holding temperature,92,94131
60544,2014-07-24,Inadequate and inaccessible handwashing facilities,92,94131
60547,2014-03-27,Unapproved or unmaintained equipment or utensils,98,null
60548,2015-07-20,Inadequate and inaccessible handwashing facilities,94,null
60548,2014-04-08,Insufficient hot water or running water,96,null
60549,2015-10-10,Insufficient hot water or running water,92,null
60549,2015-10-10,Inadequate sewage or wastewater disposal,92,null
60550,2014-04-08,Moderate risk food holding temperature,96,null
60550,2016-07-01,Insufficient hot water or running water,96,null
60551,2015-08-20,Unapproved or unmaintained equipment or utensils,83,null
60554,2015-04-20,Inadequate warewashing facilities or equipment,98,94115
60555,2014-10-14,Moderate risk food holding temperature,96,94132
60555,2016-05-18,Moderate risk food holding temperature,94,94132
60602,2016-09-20,Moderate risk vermin infestation,92,94133
60602,2016-09-20,Moderate risk food holding temperature,92,94133
60602,2015-08-24,Moderate risk food holding temperature,92,94133
60628,2013-11-19,No hot water or running water,86,94112
60628,2013-11-19,Unclean or unsanitary food contact surfaces,86,94112
60644,2014-08-14,Moderate risk vermin infestation,81,94104
60644,2014-02-14,Moderate risk food holding temperature,81,94104
60644,2014-02-14,Moderate risk vermin infestation,81,94104
60649,2016-08-16,Inadequate and inaccessible handwashing facilities,86,94132
60649,2016-08-16,Unapproved or unmaintained equipment or utensils,86,94132
60649,2016-08-16,Unsanitary employee garments hair or nails,86,94132
60649,2016-02-29,Unclean unmaintained or improperly constructed toilet facilities,94,94132
60649,2014-05-23,Unapproved or unmaintained equipment or utensils,85,94132
60713,2014-02-26,Inadequate warewashing facilities or equipment,94,94103
60737,2016-10-03,Moderate risk food holding temperature,92,94116
60737,2014-02-27,Moderate risk food holding temperature,94,94116
60786,2015-07-07,Unapproved or unmaintained equipment or utensils,86,94109
60789,2014-11-14,Unapproved or unmaintained equipment or utensils,85,94103
60789,2013-12-23,Inadequate sewage or wastewater disposal,94,94103
60823,2016-08-16,Inadequate and inaccessible handwashing facilities,85,94103
60823,2016-08-16,Unclean or unsanitary food contact surfaces,85,94103
60823,2014-06-10,Inadequate and inaccessible handwashing facilities,92,94103
60823,2015-09-10,Unclean or unsanitary food contact surfaces,86,94103
60824,2016-08-16,Inadequate and inaccessible handwashing facilities,92,94103
60825,2014-06-10,Inadequate and inaccessible handwashing facilities,96,94103
60825,2015-09-10,Inadequate and inaccessible handwashing facilities,89,94103
60828,2014-08-21,Moderate risk vermin infestation,96,94110
60828,2016-05-13,Moderate risk food holding temperature,96,94110
60898,2013-11-20,Unsanitary employee garments hair or nails,85,94123
60898,2014-05-27,Unclean or unsanitary food contact surfaces,89,94123
60898,2016-05-10,Moderate risk food holding temperature,94,94123
60933,2014-08-06,Insufficient hot water or running water,94,94109
60933,2016-04-18,Moderate risk food holding temperature,87,94109
60933,2016-04-18,Unapproved or unmaintained equipment or utensils,87,94109
60963,2016-09-12,Unclean or unsanitary food contact surfaces,82,94115
60963,2016-09-12,Inadequate and inaccessible handwashing facilities,82,94115
60963,2014-06-12,Inadequate and inaccessible handwashing facilities,94,94115
60963,2014-01-10,Inadequate warewashing facilities or equipment,84,94115
60963,2014-01-10,Moderate risk vermin infestation,84,94115
60963,2014-01-10,Inadequate and inaccessible handwashing facilities,84,94115
60978,2013-11-16,Inadequate and inaccessible handwashing facilities,90,94110
60984,2016-08-16,Inadequate and inaccessible handwashing facilities,85,94103
60984,2016-08-16,Unclean or unsanitary food contact surfaces,85,94103
60984,2014-06-10,Inadequate and inaccessible handwashing facilities,96,94103
60984,2015-09-10,Moderate risk food holding temperature,90,94103
61001,2014-10-06,Moderate risk food holding temperature,96,94133
61016,2016-09-03,Moderate risk food holding temperature,96,94112
61016,2015-11-05,Insufficient hot water or running water,96,94112
61056,2016-09-14,Moderate risk food holding temperature,96,94115
